,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
813,813,813,2511,75888,The Mayflower,1422 Ocean Ave,San Francisco,CA,94112,,,,14155586061.0,75888_20160329,3/29/2016 0:00,90.0,Routine - Unscheduled,75888_20160329_103136,Unsanitary employee garments hair or nails,Low Risk,20160329,103136,2016-03-29,0,0,4,0,3,0,4
814,814,814,2513,75662,Golden Gate Market,2767 Lombard St,San Francisco,CA,94123,,,,,75662_20160511,5/11/2016 0:00,90.0,Routine - Unscheduled,75662_20160511_103131,Moderate risk vermin infestation,Moderate Risk,20160511,103131,2016-05-11,5,0,0,0,0,3,0
828,828,828,2583,82653,Starbucks Coffee #9211,1 Market St,San Francisco,CA,94105,,,,,82653_20170926,9/26/2017 0:00,96.0,Routine - Unscheduled,82653_20170926_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170926,103144,2017-09-26,0,0,2,0,0,0,0
833,833,833,2598,79145,Chart House,Pier 39  Space 206-8,San Francisco,CA,94133,,,,14155432260.0,79145_20151019,10/19/2015 0:00,81.0,Routine - Unscheduled,79145_20151019_103133,Foods not protected from contamination,Moderate Risk,20151019,103133,2015-10-19,0,3,0,0,0,3,6
834,834,834,2600,85956,Waxman's,900 North Point St #B-201,San Francisco,CA,94109,,,,,85956_20160630,6/30/2016 0:00,89.0,Routine - Unscheduled,85956_20160630_103118,Employee eating or smoking,Moderate Risk,20160630,103118,2016-06-30,0,0,0,0,2,2,0
838,838,838,2610,86849,Lobsta Truck,Off The Grid,San Francisco,CA,,,,,,86849_20160528,5/28/2016 0:00,92.0,Routine - Unscheduled,86849_20160528_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20160528,103153,2016-05-28,0,0,0,0,0,3,0
865,865,865,2774,67862,The Social Study,1795 Geary Blvd,San Francisco,CA,94115,,,,,67862_20180227,2/27/2018 0:00,94.0,Routine - Unscheduled,67862_20180227_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20180227,103144,2018-02-27,2,0,0,0,2,0,7
870,870,870,2786,82996,Loews Regency San Francisco (Main Kitchen),222 Sansome St 2nd Floor,San Francisco,CA,94104,,,,,82996_20170928,9/28/2017 0:00,92.0,Routine - Unscheduled,82996_20170928_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20170928,103127,2017-09-28,0,0,2,0,0,6,0
877,877,877,2855,84587,Lady Saigon,Off The Grid,San Francisco,CA,,,,,,84587_20160422,4/22/2016 0:00,83.0,Routine - Unscheduled,84587_20160422_103139,Improper food storage,Low Risk,20160422,103139,2016-04-22,0,0,5,0,5,4,0
887,887,887,2914,78670,"Panda Boba, Inc",2763 San Bruno Ave,San Francisco,CA,94134,,,,,78670_20161206,12/6/2016 0:00,98.0,Routine - Unscheduled,78670_20161206_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20161206,103149,2016-12-06,0,3,0,0,1,3,0
889,889,889,2926,84893,The Perennial Restaurant,59 09th St,San Francisco,CA,94103,,,,,84893_20160510,5/10/2016 0:00,85.0,Routine - Unscheduled,84893_20160510_103103,High risk food holding temperature,High Risk,20160510,103103,2016-05-10,0,0,1,0,0,3,0
895,895,895,2958,85526,Turner's Kitchen,3505 B 17th St,San Francisco,CA,94110,,,,14155670837.0,85526_20151102,11/2/2015 0:00,,New Ownership,85526_20151102_103161,Low risk vermin infestation,Low Risk,20151102,103161,2015-11-02,0,2,0,0,0,1,3
896,896,896,2960,85316,Curry Up Now,Approved Locations,San Francisco,CA,,,,,14155827000.0,85316_20160805,8/5/2016 0:00,88.0,Routine - Unscheduled,85316_20160805_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160805,103154,2016-08-05,0,0,0,0,0,2,3
906,906,906,2997,83429,San Francisco Marriott Union Square - Employee,480 Sutter St Service Level,San Francisco,CA,94108,,,,,83429_20160628,6/28/2016 0:00,98.0,Routine - Unscheduled,83429_20160628_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160628,103149,2016-06-28,1,0,0,0,0,1,0
908,908,908,3028,81316,Soma Pizza,483 03rd St,San Francisco,CA,94107,,,,14150264580.0,81316_20170124,1/24/2017 0:00,,Complaint,81316_20170124_103147,Inadequate ventilation or lighting,Low Risk,20170124,103147,2017-01-24,0,0,0,0,5,0,0
913,913,913,3056,89535,Project juice,506 Castro St,San Francisco,CA,94114,,,,14156962612.0,89535_20170310,3/10/2017 0:00,,Non-inspection site visit,89535_20170310_103132,Improper thawing methods,Moderate Risk,20170310,103132,2017-03-10,0,1,0,1,6,0,0
914,914,914,3059,77492,Los Compadres Catering (Lic #5E50688),350 02nd St,San Francisco,CA,94107,,,,,77492_20150819,8/19/2015 0:00,81.0,Routine - Unscheduled,77492_20150819_103172,Mobile food facility with unapproved operating conditions,High Risk,20150819,103172,2015-08-19,0,3,0,0,0,0,4
918,918,918,3073,71910,Giorgio's Pizzeria,50 Post St #63,San Francisco,CA,94104,,,,,71910_20161110,11/10/2016 0:00,92.0,Routine - Unscheduled,71910_20161110_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161110,103144,2016-11-10,0,4,0,0,3,0,2
927,927,927,3100,90114,San Francisco Marriott Fisherman's Wharf,1250 Columbus Ave,San Francisco,CA,94133,,,,,90114_20171213,12/13/2017 0:00,98.0,Routine - Unscheduled,90114_20171213_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171213,103154,2017-12-13,0,1,0,0,0,0,0
937,937,937,3164,74084,Miss Saigon LLC,100 06th St,San Francisco,CA,94103,,,,,74084_20160126,1/26/2016 0:00,83.0,Routine - Unscheduled,74084_20160126_103118,Employee eating or smoking,Moderate Risk,20160126,103118,2016-01-26,5,0,0,6,0,4,4
941,941,941,3173,70064,Gracias Madre,2211 Mission St,San Francisco,CA,94103,,,,14155654366.0,70064_20161207,12/7/2016 0:00,94.0,Routine - Unscheduled,70064_20161207_103150,Improper or defective plumbing,Low Risk,20161207,103150,2016-12-07,0,4,0,0,2,4,3
971,971,971,3351,88342,Noname Sushi,2175 Market St,San Francisco,CA,94114,,,,14155638884.0,88342_20171213,12/13/2017 0:00,96.0,Routine - Unscheduled,88342_20171213_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171213,103124,2017-12-13,0,1,0,0,0,2,0
974,974,974,3362,84582,Mateo's Taqueria,2471 Mission St,San Francisco,CA,94110,,,,14155646000.0,84582_20160908,9/8/2016 0:00,85.0,Routine - Unscheduled,84582_20160908_103109,Unclean or unsanitary food contact surfaces,High Risk,20160908,103109,2016-09-08,0,0,4,0,0,3,1
977,977,977,3365,80037,Starbucks  Coffee #22607,100 Montgomery St,San Francisco,CA,94104,,,,,80037_20161108,11/8/2016 0:00,98.0,Routine - Unscheduled,80037_20161108_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161108,103144,2016-11-08,0,2,0,0,1,0,0
996,996,996,3437,82721,Bon Appetit @ Twitter,875 Stevenson St 10th Floor,San Francisco,CA,94103,,,,,82721_20161207,12/7/2016 0:00,92.0,Routine - Unscheduled,82721_20161207_103138,Improper storage use or identification of toxic substances,Low Risk,20161207,103138,2016-12-07,1,0,0,0,3,1,0
1029,1029,1029,3616,82332,Craftsman and Wolves Pacific,1643 Pacific St,San Francisco,CA,94109,,,,,82332_20161019,10/19/2016 0:00,92.0,Routine - Unscheduled,82332_20161019_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20161019,103127,2016-10-19,0,2,0,0,2,0,2
1030,1030,1030,3619,75258,The Battery - Main Kitchen,717 Battery St 1st Floor,San Francisco,CA,94111,,,,,75258_20160325,3/25/2016 0:00,91.0,Routine - Unscheduled,75258_20160325_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160325,103149,2016-03-25,0,0,0,3,2,0,2
1036,1036,1036,3680,81595,Freshroll,230 Bush St #128,San Francisco,CA,94104,,,,,81595_20171212,12/12/2017 0:00,91.0,Routine - Unscheduled,81595_20171212_103113,Sewage or wastewater contamination,High Risk,20171212,103113,2017-12-12,0,2,0,0,0,2,0
1039,1039,1039,3692,89516,Sofia Cafe,3463 16th St,San Francisco,CA,94114,,,,14155718656.0,89516_20170830,8/30/2017 0:00,79.0,Routine - Unscheduled,89516_20170830_103133,Foods not protected from contamination,Moderate Risk,20170830,103133,2017-08-30,0,0,5,0,0,0,0
1041,1041,1041,3697,84813,5th Avenue Deli & Market,4 Embarcadero Center,San Francisco,CA,94111,,,,,84813_20161207,12/7/2016 0:00,84.0,Routine - Unscheduled,84813_20161207_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20161207,103124,2016-12-07,0,0,0,0,4,0,0
1042,1042,1042,3707,87107,Russian Renaissance Restaurant,5241 Geary Blvd,San Francisco,CA,94118,,,,14155758558.0,87107_20170929,9/29/2017 0:00,88.0,Routine - Unscheduled,87107_20170929_103118,Employee eating or smoking,Moderate Risk,20170929,103118,2017-09-29,0,0,4,0,0,2,0
1044,1044,1044,3712,7718,Mare Island,Pier 41,San Francisco,CA,94133,,,,,7718_20180223,2/23/2018 0:00,91.0,Routine - Unscheduled,7718_20180223_103112,No hot water or running water,High Risk,20180223,103112,2018-02-23,2,0,0,0,0,0,0
1051,1051,1051,3743,75685,"Guckenheimer - Square, Inc.",1455 Market St 9th Floor,San Francisco,CA,94103,,,,,75685_20180222,2/22/2018 0:00,96.0,Routine - Unscheduled,75685_20180222_103131,Moderate risk vermin infestation,Moderate Risk,20180222,103131,2018-02-22,1,0,0,0,1,0,0
1061,1061,1061,3787,83436,San Francisco Marriott Union Square - Main Kitchen,480 Sutter St 1st Floor,San Francisco,CA,94108,,,,,83436_20160628,6/28/2016 0:00,92.0,Routine - Unscheduled,83436_20160628_103133,Foods not protected from contamination,Moderate Risk,20160628,103133,2016-06-28,2,0,0,0,0,2,0
1065,1065,1065,3816,81528,Hyatt Fisherman's Wharf,555 North Point St,San Francisco,CA,94133,,,,,81528_20161207,12/7/2016 0:00,96.0,Routine - Unscheduled,81528_20161207_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161207,103144,2016-12-07,0,1,0,0,2,4,0
1095,1095,1095,3980,81170,Limon Rotisserie,5800 03rd St  1004,San Francisco,CA,94124,,,,,81170_20170821,8/21/2017 0:00,,Complaint,81170_20170821_103114,High risk vermin infestation,High Risk,20170821,103114,2017-08-21,0,0,7,0,3,0,2
1100,1100,1100,4020,80935,Advance Magazine Publishers Inc.,520 03 St  Third Floor,San Francisco,CA,94107,,,,14155275152.0,80935_20170925,9/25/2017 0:00,94.0,Routine - Unscheduled,80935_20170925_103139,Improper food storage,Low Risk,20170925,103139,2017-09-25,0,0,2,0,0,0,0
1118,1118,1118,4117,91564,Guckenheimer 1142.01,1 Market St.,San Francisco,CA,94105,,,,,91564_20171211,12/11/2017 0:00,96.0,Routine - Unscheduled,91564_20171211_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171211,103119,2017-12-11,0,1,0,0,0,0,0
1132,1132,1132,4254,82718,Bon Appetit @ Twitter,875 Stevenson St 9th Floor,San Francisco,CA,94103,,,,,82718_20161207,12/7/2016 0:00,96.0,Routine - Unscheduled,82718_20161207_103145,Improper storage of equipment utensils or linens,Low Risk,20161207,103145,2016-12-07,0,0,0,0,2,2,0
1141,1141,1141,4292,88525,McDonald's,2805 Mission St,San Francisco,CA,94110,,,,14155253309.0,88525_20180227,2/27/2018 0:00,96.0,Routine - Unscheduled,88525_20180227_103161,Low risk vermin infestation,Low Risk,20180227,103161,2018-02-27,2,0,3,0,0,3,0
1147,1147,1147,4328,69501,Fog City,1300 Battery St,San Francisco,CA,94111,,,,14155982000.0,69501_20160325,3/25/2016 0:00,,Reinspection/Followup,69501_20160325_103109,Unclean or unsanitary food contact surfaces,High Risk,20160325,103109,2016-03-25,0,0,0,2,0,3,1
1152,1152,1152,4341,90971,Esan Classic,739 Larkin St,San Francisco,CA,94109,,,,,90971_20170929,9/29/2017 0:00,89.0,Routine - Unscheduled,90971_20170929_103103,High risk food holding temperature,High Risk,20170929,103103,2017-09-29,0,0,2,0,0,0,0
1162,1162,1162,4367,86393,Corridor Cafe,100 Van Ness Ave B,San Francisco,CA,94102,,,,,86393_20160705,7/5/2016 0:00,89.0,Routine - Unscheduled,86393_20160705_103157,Food safety certificate or food handler card not available,Low Risk,20160705,103157,2016-07-05,0,0,0,0,0,3,0
1180,1180,1180,4455,83005,Loews Regency San Francisco (Pantry),222 Sansome St 3rd Floor,San Francisco,CA,94104,,,,,83005_20170928,9/28/2017 0:00,96.0,Routine - Unscheduled,83005_20170928_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20170928,103127,2017-09-28,0,0,1,0,0,2,0
1188,1188,1188,4511,70254,Dynamo Donut and Coffee,110 Yacht Rd,San Francisco,CA,94123,,,,,70254_20160909,9/9/2016 0:00,96.0,Routine - Unscheduled,70254_20160909_103142,Unclean nonfood contact surfaces,Low Risk,20160909,103142,2016-09-09,1,0,0,0,0,2,2
1189,1189,1189,4514,89188,Genji Sushi CAS,2001 Market St,San Francisco,CA,94114,,,,14155525782.0,89188_20170228,2/28/2017 0:00,,New Ownership,89188_20170228_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170228,103149,2017-02-28,0,1,0,0,2,0,0
1191,1191,1191,4524,72046,Palmer's,2298 Fillmore St,San Francisco,CA,94115,,,,,72046_20171004,10/4/2017 0:00,94.0,Routine - Unscheduled,72046_20171004_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20171004,103144,2017-10-04,0,2,0,0,0,2,0
1194,1194,1194,4535,70939,La Fromagerie,2425 03rd St,San Francisco,CA,94107,,,,14155865002.0,70939_20150403,4/3/2015 0:00,92.0,Routine - Unscheduled,70939_20150403_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20150403,103119,2015-04-03,0,0,0,0,3,0,1
1196,1196,1196,4538,80940,Goodfellas Pizzeria & Grill,377 Bay St Suite A,San Francisco,CA,94133,,,,14155391000.0,80940_20160815,8/15/2016 0:00,88.0,Routine - Unscheduled,80940_20160815_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160815,103124,2016-08-15,6,0,6,0,0,5,5
1209,1209,1209,4579,90234,The ARC San Francisco,1520 Howard St,San Francisco,CA,94103,,,,,90234_20171207,12/7/2017 0:00,92.0,Routine - Unscheduled,90234_20171207_103131,Moderate risk vermin infestation,Moderate Risk,20171207,103131,2017-12-07,0,2,0,0,0,0,0
1215,1215,1215,4599,85333,Illy Caffe SF_Battery Street,123 Battery St,San Francisco,CA,94111,,,,,85333_20170104,1/4/2017 0:00,89.0,Routine - Unscheduled,85333_20170104_103109,Unclean or unsanitary food contact surfaces,High Risk,20170104,103109,2017-01-04,3,0,0,0,3,0,1
1218,1218,1218,4616,78018,Blueprint Tap Room,680 08th St Ste.#170,San Francisco,CA,94103,,,,,78018_20170106,1/6/2017 0:00,83.0,Routine - Unscheduled,78018_20170106_103103,High risk food holding temperature,High Risk,20170106,103103,2017-01-06,3,0,0,0,4,0,0
1225,1225,1225,4640,83073,The Richfield,195 05th Ave,San Francisco,CA,94118,,,,,83073_20160505,5/5/2016 0:00,96.0,Routine - Unscheduled,83073_20160505_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160505,103149,2016-05-05,0,0,0,0,2,2,0
1228,1228,1228,4651,77913,Eclectic Cookery,101 Horne Ave,San Francisco,CA,,,,,,77913_20150526,5/26/2015 0:00,98.0,Routine - Unscheduled,77913_20150526_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150526,103154,2015-05-26,0,0,2,0,3,0,1
1229,1229,1229,4655,76436,Cantina Verde,388 Market St #104,San Francisco,CA,94111,,,,,76436_20170802,8/2/2017 0:00,,Complaint,76436_20170802_103148,No thermometers or uncalibrated thermometers,Low Risk,20170802,103148,2017-08-02,0,0,2,0,0,5,0
1232,1232,1232,4667,87858,Cherry Blossom Bakery 2,1552 Ocean Ave,San Francisco,CA,,,,,14155826737.0,87858_20160628,6/28/2016 0:00,90.0,Routine - Unscheduled,87858_20160628_103129,Insufficient hot water or running water,Moderate Risk,20160628,103129,2016-06-28,0,0,0,1,5,4,0
1242,1242,1242,4700,79520,Huli Huli Hawaiian Grill,4100 03rd St,San Francisco,CA,94124,,,,,79520_20150810,8/10/2015 0:00,90.0,Routine - Unscheduled,79520_20150810_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20150810,103149,2015-08-10,0,3,0,0,6,0,3
1250,1250,1250,4747,93615,SF International HS/New School of SF,655 De Haro St,San Francisco,CA,94107,,,,14155743604.0,93615_20180220,2/20/2018 0:00,96.0,Routine - Unscheduled,93615_20180220_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20180220,103116,2018-02-20,1,2,0,0,0,0,0
1282,1282,1282,4957,75965,Mixt Greens,100 California St Suite 103,San Francisco,CA,94111,,,,,75965_20160610,6/10/2016 0:00,87.0,Routine - Unscheduled,75965_20160610_103120,Moderate risk food holding temperature,Moderate Risk,20160610,103120,2016-06-10,0,0,2,0,0,3,0
1310,1310,1310,5090,83648,7 Eleven Store #2366-39475B,3400 Mission,San Francisco,CA,94110,,,,,83648_20160628,6/28/2016 0:00,86.0,Routine - Unscheduled,83648_20160628_103157,Food safety certificate or food handler card not available,Low Risk,20160628,103157,2016-06-28,0,5,3,0,5,6,0
1311,1311,1311,5096,69194,Grandma's Deli & Cafe,1551 Mission St,San Francisco,CA,94103,,,,,69194_20170105,1/5/2017 0:00,96.0,Routine - Unscheduled,69194_20170105_103147,Inadequate ventilation or lighting,Low Risk,20170105,103147,2017-01-05,0,0,0,0,2,0,0
1338,1338,1338,5256,77955,Patriot House,2 Embarcadero Center,San Francisco,CA,94111,,,,,77955_20160819,8/19/2016 0:00,,Reinspection/Followup,77955_20160819_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160819,103154,2016-08-19,0,0,0,0,0,1,4
1344,1344,1344,5271,78426,Pabu,101 California St,San Francisco,CA,94111,,,,,78426_20161207,12/7/2016 0:00,,Complaint,78426_20161207_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20161207,103127,2016-12-07,5,0,0,0,5,0,0
1351,1351,1351,5295,83589,City Pizza and Burger Inc.,464 Broadway St,San Francisco,CA,94133,,,,,83589_20151013,10/13/2015 0:00,70.0,Routine - Unscheduled,83589_20151013_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20151013,103119,2015-10-13,4,0,0,0,0,4,8
1353,1353,1353,5300,69984,Schools of the Sacred Heart - San Francisco,2222 BROADWAY St,San Francisco,CA,94115,,,,,69984_20180226,2/26/2018 0:00,91.0,Routine - Unscheduled,69984_20180226_103114,High risk vermin infestation,High Risk,20180226,103114,2018-02-26,2,0,2,0,3,3,4
1354,1354,1354,5307,88063,Sichuan Home Inc,5037 Geary St,San Francisco,CA,94118,,,,14155223288.0,88063_20160721,7/21/2016 0:00,,New Construction,88063_20160721_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160721,103144,2016-07-21,0,0,1,0,0,6,0
1364,1364,1364,5325,76218,Tenderloin Market & Deli,200 Leavenworth,San Francisco,CA,94102,,,,,76218_20160523,5/23/2016 0:00,86.0,Routine - Unscheduled,76218_20160523_103131,Moderate risk vermin infestation,Moderate Risk,20160523,103131,2016-05-23,0,0,5,0,7,4,7
1370,1370,1370,5354,93913,Hodala Restaurant,5801 Geary Blvd,San Francisco,CA,94121,,,,,93913_20180222,2/22/2018 0:00,92.0,Routine - Unscheduled,93913_20180222_103131,Moderate risk vermin infestation,Moderate Risk,20180222,103131,2018-02-22,3,0,0,0,0,0,0
1371,1371,1371,5356,81540,Wang Dae Bak,2642  Ave,San Francisco,CA,94132,,,,14155679248.0,81540_20180227,2/27/2018 0:00,94.0,Routine - Unscheduled,81540_20180227_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20180227,103116,2018-02-27,2,0,0,0,4,2,7
1372,1372,1372,5357,85709,Wokitchen,888 Brannan St,San Francisco,CA,94103,,,,,85709_20180306,3/6/2018 0:00,,Structural Inspection,85709_20180306_103162,Other low risk violation,Low Risk,20180306,103162,2018-03-06,2,0,0,0,0,1,0
1381,1381,1381,5379,78698,Pakwan Restaurant,3180 16th St,San Francisco,CA,94103,,,,14155252440.0,78698_20160523,5/23/2016 0:00,71.0,Routine - Unscheduled,78698_20160523_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160523,103154,2016-05-23,4,0,0,0,4,9,2
1384,1384,1384,5393,89305,Golden Coast Restaurant,1540 Ocean St,San Francisco,CA,94112,,,,14155608877.0,89305_20170927,9/27/2017 0:00,69.0,Routine - Unscheduled,89305_20170927_103102,Unclean hands or improper use of gloves,High Risk,20170927,103102,2017-09-27,0,2,10,0,0,3,0
1394,1394,1394,5415,91830,7 Eleven 2366-20643D,2000 Ocean Ave,San Francisco,CA,94127,,,,,91830_20180227,2/27/2018 0:00,84.0,Routine - Unscheduled,91830_20180227_103156,Permit license or inspection report not posted,Low Risk,20180227,103156,2018-02-27,6,0,4,0,0,0,0
1395,1395,1395,5417,75108,Panchitas Cart,3091 16th St,San Francisco,CA,94103,,,,,75108_20160718,7/18/2016 0:00,,New Construction,75108_20160718_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160718,103119,2016-07-18,0,0,0,5,6,5,0
